nation,lsoa,overall_local_score,income_score,employment_score,GB_IMD_E_score,original_decile,E_expanded_decile,GB_IMD_E_rank,GB_IMD_E_pop_decile,GB_IMD_E_pop_quintile
E,E01019936,16.611,8.7,9.5,16.611,6,6.0,22010.0,6,3
S,S01010615,17.660301227468963,9.0,9.0,16.610045870762132,5,6.0,22011.0,6,3
E,E01005364,16.61,7.8,7.199999999999999,16.61,6,6.0,22012.5,6,3
E,E01015286,16.61,10.8,6.3,16.61,6,6.0,22012.5,6,3
S,S01010697,16.571892313170583,7.0,7.0,16.60746251621887,6,6.0,22014.0,6,3
E,E01020956,16.607,8.4,9.0,16.607,6,6.0,22015.0,6,3
E,E01015620,16.606,7.8,7.5,16.606,6,6.0,22016.5,6,3
E,E01026387,16.606,7.3999999999999995,6.4,16.606,6,6.0,22016.5,6,3
W,W01000429,12.8,7.0,5.0,16.60599751165772,7,6.0,22018.0,6,3
E,E01019959,16.605,6.1,5.4,16.605,6,6.0,22019.5,6,3
E,E01021149,16.605,6.6000000000000005,5.1,16.605,6,6.0,22019.5,6,3
E,E01026774,16.604,10.0,7.8,16.604,6,6.0,22022.0,6,3
E,E01031049,16.604,9.9,7.7,16.604,6,6.0,22022.0,6,3
E,E01026404,16.604,9.9,11.200000000000001,16.604,6,6.0,22022.0,6,3
S,S01010274,13.853018926819594,2.0,2.0,16.603774515749794,6,6.0,22024.0,6,3
E,E01020453,16.603,8.6,7.3,16.603,6,6.0,22025.0,6,3
E,E01015123,16.602,10.100000000000001,8.7,16.602,6,6.0,22026.0,6,3
S,S01007282,15.127285021059576,7.0,3.0,16.60133164376152,6,6.0,22027.0,6,3
E,E01025129,16.601,6.0,3.9,16.601,6,6.0,22028.5,6,3
E,E01013541,16.601,14.7,8.799999999999999,16.601,6,6.0,22028.5,6,3
W,W01000453,13.2,6.0,3.0,16.60077611251313,7,6.0,22030.0,6,3
E,E01026675,16.6,7.5,8.799999999999999,16.6,6,6.0,22032.5,6,3
E,E01016385,16.6,7.8,5.2,16.6,6,6.0,22032.5,6,3
E,E01011802,16.6,10.299999999999999,8.0,16.6,6,6.0,22032.5,6,3
E,E01021683,16.6,10.0,4.3999999999999995,16.6,6,6.0,22032.5,6,3
E,E01033494,16.599,10.6,7.000000000000001,16.599,6,6.0,22036.0,6,3
E,E01006918,16.599,8.9,9.0,16.599,6,6.0,22036.0,6,3
E,E01000706,16.599,10.6,7.9,16.599,6,6.0,22036.0,6,3
E,E01023138,16.597,11.5,10.2,16.597,6,6.0,22038.0,6,3
S,S01007571,15.477352699635334,5.0,5.0,16.596975393497434,6,6.0,22039.0,6,3
E,E01009041,16.596,9.1,7.1,16.596,6,6.0,22040.5,6,3
E,E01007554,16.596,8.9,9.3,16.596,6,6.0,22040.5,6,3
W,W01001891,12.3,13.0,9.0,16.59594362158822,7,6.0,22042.0,6,3
S,S01012416,14.396608319771223,5.0,2.0,16.59587240665009,6,6.0,22043.0,6,3
S,S01011774,17.47861530093978,12.0,7.0,16.59524720977346,5,6.0,22044.0,6,3
E,E01012213,16.595,10.5,9.3,16.595,6,6.0,22045.5,6,3
E,E01011861,16.595,10.5,9.8,16.595,6,6.0,22045.5,6,3
E,E01026331,16.593,7.9,7.6,16.593,6,6.0,22048.0,6,3
E,E01022592,16.593,6.5,5.5,16.593,6,6.0,22048.0,6,3
E,E01025329,16.593,11.799999999999999,11.0,16.593,6,6.0,22048.0,6,3
E,E01021187,16.591,3.9,3.6999999999999997,16.591,6,6.0,22050.0,6,3
W,W01000125,12.7,12.0,7.0,16.59072222244363,7,6.0,22051.0,6,3
E,E01029569,16.59,7.7,8.1,16.59,6,6.0,22052.0,6,3
E,E01018852,16.589,7.000000000000001,7.1,16.589,6,6.0,22054.0,6,3
E,E01018020,16.589,5.4,3.0,16.589,6,6.0,22054.0,6,3
E,E01033264,16.589,2.4,3.5000000000000004,16.589,6,6.0,22054.0,6,3
E,E01033590,16.588,13.100000000000001,6.9,16.588,6,6.0,22056.5,6,3
E,E01026608,16.588,7.9,8.1,16.588,6,6.0,22056.5,6,3
E,E01009034,16.587,10.6,7.199999999999999,16.587,6,6.0,22058.0,6,3
E,E01019608,16.586,11.4,8.799999999999999,16.586,6,6.0,22059.0,6,3
E,E01011074,16.585,10.299999999999999,7.5,16.585,6,6.0,22060.0,6,3
E,E01021198,16.584,9.2,8.200000000000001,16.584,6,6.0,22061.0,6,3
E,E01010956,16.583,6.1,6.1,16.583,6,6.0,22062.5,6,3
E,E01010035,16.583,5.4,6.2,16.583,6,6.0,22062.5,6,3
S,S01010660,19.09742529674538,15.0,10.0,16.581326770478903,5,6.0,22064.0,6,3
E,E01016968,16.581,8.6,5.8999999999999995,16.581,6,6.0,22065.0,6,3
S,S01009700,17.10101689204061,10.0,7.0,16.580912201943175,5,6.0,22066.0,6,3
S,S01007039,17.820318405696774,10.0,9.0,16.580107254450876,5,6.0,22067.0,6,3
E,E01029189,16.58,12.0,9.2,16.58,6,6.0,22068.0,6,3
E,E01010534,16.579,9.700000000000001,8.5,16.579,6,6.0,22069.0,6,3
S,S01013172,18.3620814605631,11.0,10.0,16.578251447736115,5,6.0,22070.0,6,3
E,E01019654,16.577,10.4,9.8,16.577,6,6.0,22071.0,6,3
E,E01016971,16.576,7.6,5.800000000000001,16.576,6,6.0,22074.0,6,3
E,E01003368,16.576,10.5,6.3,16.576,6,6.0,22074.0,6,3
E,E01010165,16.576,13.0,9.6,16.576,6,6.0,22074.0,6,3
E,E01001563,16.576,11.799999999999999,6.5,16.576,6,6.0,22074.0,6,3
E,E01028533,16.576,11.200000000000001,6.5,16.576,6,6.0,22074.0,6,3
S,S01008691,17.81699854280952,10.0,9.0,16.575827248919634,5,6.0,22077.0,6,3
S,S01010693,15.2832857922597,6.0,4.0,16.574615867690667,6,6.0,22078.0,6,3
E,E01017781,16.574,11.899999999999999,9.6,16.574,6,6.0,22079.0,6,3
E,E01017025,16.573,8.5,4.8,16.573,6,6.0,22080.0,6,3
S,S01007262,17.447569081296944,8.0,9.0,16.572023742294803,5,6.0,22081.0,6,3
S,S01010396,18.002470311643076,13.0,8.0,16.57030414594161,5,6.0,22082.0,6,3
E,E01009968,16.57,9.5,7.000000000000001,16.57,6,6.0,22083.5,6,3
E,E01023927,16.57,11.5,7.9,16.57,6,6.0,22083.5,6,3
S,S01011808,17.27529919401062,11.0,7.0,16.569364347718782,5,6.0,22085.0,6,3
S,S01009885,17.28162451984337,13.0,6.0,16.569118192236893,5,6.0,22086.0,6,3
E,E01024536,16.569,6.1,7.8,16.569,6,6.0,22087.0,6,3
W,W01001677,13.0,10.0,5.0,16.5672041322275,7,6.0,22088.0,6,3
S,S01010390,18.71985728663484,13.0,10.0,16.567030953117587,5,6.0,22089.0,6,3
S,S01009582,18.17590853965083,12.0,9.0,16.56606894034071,5,6.0,22090.0,6,3
E,E01023600,16.566,10.0,7.7,16.566,6,6.0,22092.0,6,3
E,E01019982,16.566,10.299999999999999,8.3,16.566,6,6.0,22092.0,6,3
E,E01002218,16.566,10.4,6.0,16.566,6,6.0,22092.0,6,3
S,S01011168,15.819505432905196,7.0,5.0,16.56561342741516,6,6.0,22094.0,6,3
E,E01006949,16.563,13.100000000000001,9.1,16.563,6,6.0,22095.0,6,3
E,E01027988,16.559,8.799999999999999,9.4,16.559,6,6.0,22096.5,6,3
E,E01018061,16.559,8.200000000000001,7.6,16.559,6,6.0,22096.5,6,3
S,S01007206,17.08340306015925,10.0,7.0,16.558204246693556,5,6.0,22098.0,6,3
E,E01014171,16.558,12.3,6.800000000000001,16.558,6,6.0,22099.0,6,3
E,E01024371,16.557,10.0,7.8,16.557,6,6.0,22100.0,6,3
S,S01008802,16.8991071793077,9.0,7.0,16.556842479510063,5,6.0,22101.0,6,3
E,E01003833,16.556,11.899999999999999,8.5,16.556,6,6.0,22102.0,6,3
S,S01012718,16.54480437545613,11.0,5.0,16.555738757413376,6,6.0,22103.0,6,3
S,S01012238,18.167274119513987,12.0,9.0,16.55493734629607,5,6.0,22104.0,6,3
W,W01000680,12.5,10.0,7.0,16.554128840300535,7,6.0,22105.0,6,3
E,E01010957,16.553,6.3,5.3,16.553,6,6.0,22107.0,6,3
E,E01030120,16.553,5.6000000000000005,4.7,16.553,6,6.0,22107.0,6,3
E,E01027176,16.553,9.3,7.8,16.553,6,6.0,22107.0,6,3
S,S01009019,16.346185829607165,6.0,7.0,16.552713722318277,6,6.0,22109.0,6,3
E,E01019324,16.552,3.6999999999999997,3.0,16.552,6,6.0,22110.5,6,3
E,E01002636,16.552,10.5,6.2,16.552,6,6.0,22110.5,6,3
E,E01023022,16.551,9.700000000000001,7.199999999999999,16.551,6,6.0,22112.0,6,3
E,E01019897,16.55,11.700000000000001,9.4,16.55,6,6.0,22113.5,6,3
E,E01017023,16.55,6.5,4.9,16.55,6,6.0,22113.5,6,3
E,E01030363,16.549,12.8,8.799999999999999,16.549,6,6.0,22115.0,6,3
E,E01032395,16.547,4.3,2.9000000000000004,16.547,6,6.0,22116.0,6,3
E,E01003642,16.546,12.7,8.3,16.546,6,6.0,22117.0,6,3
E,E01026686,16.541,9.9,9.3,16.541,6,6.0,22118.5,6,3
E,E01029926,16.541,6.4,8.0,16.541,6,6.0,22118.5,6,3
E,E01004520,16.54,12.7,6.800000000000001,16.54,6,6.0,22120.0,6,3
W,W01001040,12.4,12.0,8.0,16.53734285015772,7,6.0,22121.0,6,3
E,E01017810,16.537,13.600000000000001,10.2,16.537,6,6.0,22122.0,6,3
E,E01028580,16.534,6.9,4.3,16.534,6,6.0,22124.0,6,3
E,E01019048,16.534,8.6,8.1,16.534,6,6.0,22124.0,6,3
E,E01010582,16.534,7.6,6.3,16.534,6,6.0,22124.0,6,3
W,W01000331,12.8,8.0,5.0,16.530610750084406,7,6.0,22126.0,6,3
E,E01024836,16.53,11.5,7.8,16.53,6,6.0,22127.5,6,3
E,E01005345,16.53,8.0,8.4,16.53,6,6.0,22127.5,6,3
E,E01002661,16.528,9.5,5.8999999999999995,16.528,6,6.0,22129.5,6,3
E,E01009069,16.528,8.0,5.8999999999999995,16.528,6,6.0,22129.5,6,3
S,S01007375,16.515779540028525,9.0,6.0,16.526720443270474,6,6.0,22131.0,6,3
W,W01000503,13.2,7.0,3.0,16.525389350939818,7,6.0,22132.0,6,3
E,E01022506,16.525,7.3,5.8999999999999995,16.525,6,6.0,22133.5,6,3
E,E01018036,16.525,9.6,7.7,16.525,6,6.0,22133.5,6,3
E,E01025514,16.52,9.700000000000001,7.9,16.52,6,6.0,22135.0,6,3
S,S01008996,16.326869752725504,8.0,6.0,16.51941037466503,6,6.0,22136.0,6,3
E,E01032530,16.519,10.5,7.9,16.519,6,6.0,22137.0,6,3
E,E01019878,16.517,10.2,8.6,16.517,6,6.0,22138.0,6,3
E,E01029139,16.516,7.5,5.8999999999999995,16.516,6,6.0,22139.5,6,3
E,E01015220,16.516,9.6,9.6,16.516,6,6.0,22139.5,6,3
E,E01017717,16.515,7.1,3.5999999999999996,16.515,6,6.0,22141.0,6,3
E,E01024804,16.514,5.6000000000000005,3.3000000000000003,16.514,6,6.0,22142.0,6,3
W,W01000283,12.7,10.0,6.0,16.513824759941585,7,6.0,22143.5,6,3
W,W01001582,12.7,10.0,6.0,16.513824759941585,7,6.0,22143.5,6,3
E,E01016876,16.513,11.799999999999999,8.6,16.513,6,6.0,22145.0,6,3
S,S01007325,15.778314468676754,7.0,5.0,16.51250956116458,6,6.0,22146.0,6,3
E,E01019356,16.511,4.8,5.5,16.511,6,6.0,22148.0,6,3
E,E01019660,16.511,10.0,9.1,16.511,6,6.0,22148.0,6,3
E,E01028523,16.511,9.4,4.1000000000000005,16.511,6,6.0,22148.0,6,3
S,S01012870,18.309312470085285,11.0,10.0,16.510221056484017,5,6.0,22150.0,6,3
E,E01022927,16.51,12.7,8.4,16.51,6,6.0,22153.0,6,3
E,E01017851,16.51,13.5,8.200000000000001,16.51,6,6.0,22153.0,6,3
E,E01027057,16.51,9.3,9.6,16.51,6,6.0,22153.0,6,3
E,E01005060,16.51,10.6,9.1,16.51,6,6.0,22153.0,6,3
E,E01027100,16.51,11.200000000000001,7.3999999999999995,16.51,6,6.0,22153.0,6,3
E,E01000576,16.509,9.9,6.6000000000000005,16.509,6,6.0,22157.0,6,3
E,E01031402,16.509,7.6,7.9,16.509,6,6.0,22157.0,6,3
E,E01008111,16.509,7.9,5.5,16.509,6,6.0,22157.0,6,3
E,E01017047,16.508,6.5,5.4,16.508,6,6.0,22159.0,6,3
W,W01001568,13.1,6.0,3.0,16.507092659868267,7,6.0,22160.0,6,3
E,E01002901,16.507,7.199999999999999,1.9,16.507,6,6.0,22161.0,6,3
S,S01007050,18.123428525932457,10.0,10.0,16.506811939773073,5,6.0,22162.0,6,3
E,E01016745,16.506,9.4,8.6,16.506,6,6.0,22163.0,6,3
S,S01011574,16.676010931944344,8.0,7.0,16.505458832229536,6,6.0,22164.0,6,3
E,E01032652,16.503,10.299999999999999,8.799999999999999,16.503,6,6.0,22165.0,6,3
E,E01015818,16.502,10.4,8.6,16.502,6,6.0,22166.0,6,3
E,E01015065,16.501,10.100000000000001,8.5,16.501,6,6.0,22167.0,6,3
S,S01009882,16.678503748018514,10.0,6.0,16.500271760956146,6,6.0,22168.0,6,3
E,E01013738,16.5,10.6,8.3,16.5,6,6.0,22169.0,6,3
S,S01007048,15.768400258889072,7.0,5.0,16.49972804753879,6,6.0,22170.0,6,3
E,E01031586,16.499,10.0,6.3,16.499,6,6.0,22171.5,6,3
E,E01023752,16.499,11.0,8.3,16.499,6,6.0,22171.5,6,3
S,S01013302,16.12693759136546,7.0,6.0,16.497890134274293,6,6.0,22173.0,6,3
E,E01022236,16.497,10.2,9.6,16.497,6,6.0,22174.0,6,3
S,S01013147,18.128489426391003,14.0,8.0,16.496534834000073,5,6.0,22175.0,6,3
S,S01012180,17.754976816453453,10.0,9.0,16.495868123836356,5,6.0,22176.0,6,3
S,S01011459,18.48716234863881,14.0,9.0,16.49487172463302,5,6.0,22177.0,6,3
S,S01011210,17.034227885959446,10.0,7.0,16.49480704484432,5,6.0,22178.0,6,3
E,E01007724,16.493,8.9,7.000000000000001,16.493,6,6.0,22179.5,6,3
E,E01002170,16.493,11.0,6.9,16.493,6,6.0,22179.5,6,3
E,E01018425,16.492,8.3,7.7,16.492,6,6.0,22181.0,6,3
E,E01013125,16.491,6.5,5.4,16.491,6,6.0,22182.0,6,3
E,E01000430,16.489,12.8,8.1,16.489,6,6.0,22183.5,6,3
E,E01008003,16.489,8.4,7.8,16.489,6,6.0,22183.5,6,3
S,S01007622,17.02835954240788,10.0,7.0,16.487241508642093,5,6.0,22185.0,6,3
E,E01024833,16.487,11.5,8.1,16.487,6,6.0,22186.0,6,3
E,E01020467,16.486,4.3999999999999995,5.0,16.486,6,6.0,22187.5,6,3
E,E01029052,16.486,9.6,8.200000000000001,16.486,6,6.0,22187.5,6,3
E,E01007908,16.485,7.7,6.1,16.485,6,6.0,22189.0,6,3
E,E01022233,16.484,6.2,4.6,16.484,6,6.0,22191.0,6,3
E,E01013160,16.484,8.7,6.1,16.484,6,6.0,22191.0,6,3
E,E01030629,16.484,5.6000000000000005,6.1,16.484,6,6.0,22191.0,6,3
S,S01011080,18.647418374237915,11.0,11.0,16.482042710133374,5,6.0,22193.0,6,3
E,E01006685,16.482,8.0,9.1,16.482,6,6.0,22195.5,6,3
E,E01020188,16.482,5.8999999999999995,4.8,16.482,6,6.0,22195.5,6,3
E,E01025548,16.482,10.4,10.4,16.482,6,6.0,22195.5,6,3
E,E01000264,16.482,11.600000000000001,7.7,16.482,6,6.0,22195.5,6,3
S,S01008751,18.470235280154203,12.0,10.0,16.48144999118943,5,6.0,22198.0,6,3
S,S01006994,16.650494143136022,6.0,8.0,16.480963132256047,6,6.0,22199.0,6,3
W,W01000982,12.5,14.0,8.0,16.48025277965595,7,6.0,22200.0,6,3
S,S01007984,17.559033835906614,9.0,9.0,16.479490781368064,5,6.0,22201.0,6,3
E,E01026306,16.479,12.7,9.0,16.479,6,6.0,22202.0,6,3
W,W01000025,12.5,11.0,7.0,16.47874207872722,7,6.0,22203.0,6,3
E,E01001829,16.477,7.8,5.0,16.477,6,6.0,22204.5,6,3
E,E01000960,16.477,11.600000000000001,6.4,16.477,6,6.0,22204.5,6,3
E,E01029219,16.476,4.7,6.800000000000001,16.476,6,6.0,22206.0,6,3
E,E01019891,16.475,5.8999999999999995,4.7,16.475,6,6.0,22207.0,6,3
E,E01005857,16.471,13.700000000000001,9.0,16.471,6,6.0,22208.0,6,3
E,E01003072,16.47,9.9,6.6000000000000005,16.47,6,6.0,22209.0,6,3
E,E01018832,16.468,8.7,7.3,16.468,6,6.0,22210.0,6,3
E,E01023624,16.466,7.3,5.5,16.466,6,6.0,22211.0,6,3
E,E01005626,16.465,8.6,8.799999999999999,16.465,6,6.0,22212.0,6,3
S,S01011881,18.629140868088097,11.0,11.0,16.458479138360907,5,6.0,22213.0,6,3
E,E01015688,16.458,11.5,6.800000000000001,16.458,6,6.0,22214.5,6,3
E,E01008696,16.458,10.299999999999999,10.100000000000001,16.458,6,6.0,22214.5,6,3
E,E01011127,16.456,5.800000000000001,8.200000000000001,16.456,6,6.0,22216.5,6,3
E,E01028273,16.456,10.299999999999999,8.4,16.456,6,6.0,22216.5,6,3
E,E01021647,16.455,7.6,6.2,16.455,6,6.0,22218.5,6,3
E,E01006216,16.455,9.4,8.6,16.455,6,6.0,22218.5,6,3
E,E01027720,16.452,11.899999999999999,8.200000000000001,16.452,6,6.0,22220.5,6,3
E,E01026282,16.452,13.0,8.4,16.452,6,6.0,22220.5,6,3
S,S01010290,16.823912317714612,11.0,6.0,16.451499558005047,5,6.0,22222.0,6,3
E,E01018394,16.451,5.5,4.9,16.451,6,6.0,22223.5,6,3
E,E01001387,16.451,7.3999999999999995,6.6000000000000005,16.451,6,6.0,22223.5,6,3
E,E01004181,16.45,10.8,9.5,16.45,6,6.0,22225.0,6,3
S,S01011506,17.181736479251885,11.0,7.0,16.4487422165389,5,6.0,22226.0,6,3
E,E01021810,16.448,8.5,5.800000000000001,16.448,6,6.0,22227.0,6,3
E,E01015353,16.446,9.2,7.3,16.446,6,6.0,22228.5,6,3
E,E01004497,16.446,11.899999999999999,8.7,16.446,6,6.0,22228.5,6,3
E,E01026781,16.445,8.7,8.7,16.445,6,6.0,22230.0,6,3
W,W01000482,12.3,9.0,7.0,16.442148696584123,7,6.0,22231.0,6,3
E,E01017791,16.442,9.6,9.6,16.442,6,6.0,22232.0,6,3
E,E01022464,16.441,13.5,10.9,16.441,6,6.0,22233.0,6,3
E,E01002625,16.44,10.2,7.6,16.44,6,6.0,22235.5,6,3
E,E01022802,16.44,8.9,8.9,16.44,6,6.0,22235.5,6,3
E,E01027584,16.44,10.5,9.1,16.44,6,6.0,22235.5,6,3
E,E01002358,16.44,10.0,6.2,16.44,6,6.0,22235.5,6,3
E,E01011646,16.437,8.3,6.800000000000001,16.437,6,6.0,22238.5,6,3
E,E01011525,16.437,8.200000000000001,7.5,16.437,6,6.0,22238.5,6,3
E,E01013369,16.436,9.5,7.6,16.436,6,6.0,22240.5,6,3
E,E01022737,16.436,7.199999999999999,7.9,16.436,6,6.0,22240.5,6,3
E,E01010359,16.435,9.2,6.800000000000001,16.435,6,6.0,22243.0,6,3
E,E01007358,16.435,11.1,7.8,16.435,6,6.0,22243.0,6,3
E,E01031359,16.435,9.6,7.5,16.435,6,6.0,22243.0,6,3
E,E01002335,16.434,12.1,7.3,16.434,6,6.0,22245.5,6,3
E,E01013627,16.434,11.0,7.3999999999999995,16.434,6,6.0,22245.5,6,3
E,E01032716,16.433,8.1,6.800000000000001,16.433,6,6.0,22247.5,6,3
E,E01012552,16.433,10.7,9.2,16.433,6,6.0,22247.5,6,3
E,E01023359,16.432,12.7,7.7,16.432,6,6.0,22250.0,6,3
E,E01004521,16.432,12.6,7.6,16.432,6,6.0,22250.0,6,3
E,E01020516,16.432,10.0,10.7,16.432,6,6.0,22250.0,6,3
E,E01023284,16.43,6.7,6.4,16.43,6,6.0,22252.5,6,3
E,E01002754,16.43,10.7,6.5,16.43,6,6.0,22252.5,6,3
E,E01026896,16.426,4.9,6.1,16.426,6,6.0,22254.0,6,3
S,S01009482,18.243522962604096,11.0,10.0,16.425404464510184,5,6.0,22255.0,6,3
E,E01026785,16.425,9.5,8.1,16.425,6,6.0,22256.5,6,3
E,E01029821,16.425,9.5,8.5,16.425,6,6.0,22256.5,6,3
E,E01003701,16.423,9.5,5.800000000000001,16.423,6,6.0,22258.0,6,3
E,E01007452,16.422,8.799999999999999,9.8,16.422,6,6.0,22259.5,6,3
E,E01003327,16.422,8.4,6.6000000000000005,16.422,6,6.0,22259.5,6,3
E,E01003927,16.421,8.7,4.7,16.421,6,6.0,22262.0,6,3
E,E01025144,16.421,10.100000000000001,8.4,16.421,6,6.0,22262.0,6,3
E,E01027232,16.421,6.2,3.9,16.421,6,6.0,22262.0,6,3
E,E01021758,16.42,11.5,8.5,16.42,6,6.0,22265.0,6,3
E,E01029331,16.42,9.5,9.3,16.42,6,6.0,22265.0,6,3
E,E01028868,16.42,6.3,7.6,16.42,6,6.0,22265.0,6,3
W,W01000873,12.6,7.0,5.0,16.418630606367987,7,6.0,22267.0,6,3
S,S01011621,17.335038647128584,10.0,8.0,16.41854736993317,5,6.0,22268.0,6,3
E,E01013875,16.418,7.1,6.3,16.418,6,6.0,22270.0,6,3
E,E01012937,16.418,11.0,9.0,16.418,6,6.0,22270.0,6,3
E,E01031189,16.418,9.0,6.4,16.418,6,6.0,22270.0,6,3
E,E01028902,16.413,8.6,9.6,16.413,6,6.0,22272.0,6,3
S,S01007404,14.980972533423463,7.0,3.0,16.41270389688171,6,6.0,22273.0,6,3
E,E01003945,16.412,7.8,6.0,16.412,6,6.0,22274.0,6,3
E,E01026615,16.411,8.6,8.799999999999999,16.411,6,6.0,22275.0,6,3
E,E01028969,16.409,5.2,4.8,16.409,6,6.0,22276.0,6,3
E,E01029300,16.407,9.3,6.5,16.407,6,6.0,22277.0,6,3
S,S01011018,17.149104273953245,11.0,7.0,16.406672401032033,5,6.0,22278.0,6,3
E,E01030684,16.405,8.5,6.0,16.405,6,6.0,22279.0,6,3
E,E01026247,16.404,11.4,8.200000000000001,16.404,6,6.0,22280.0,6,3
E,E01018051,16.403,10.7,8.4,16.403,6,6.0,22281.0,6,3
E,E01005053,16.402,9.2,9.5,16.402,6,6.0,22282.0,6,3
E,E01021770,16.401,10.2,7.3,16.401,6,6.0,22283.0,6,3
S,S01013343,17.32102119675452,10.0,8.0,16.400475911209593,5,6.0,22284.0,6,3
E,E01022656,16.4,7.3,8.5,16.4,6,6.0,22285.0,6,3
S,S01008657,17.680604443430028,10.0,9.0,16.39998640259597,5,6.0,22286.0,6,3
S,S01011336,17.863736598370334,11.0,9.0,16.399847880910276,5,6.0,22287.0,6,3
E,E01006227,16.399,11.0,10.4,16.399,6,6.0,22288.0,6,3
E,E01032884,16.398,6.0,4.8,16.398,6,6.0,22289.0,6,3
E,E01027613,16.397,3.9,3.3000000000000003,16.397,6,6.0,22291.0,6,3
E,E01026902,16.397,12.7,8.4,16.397,6,6.0,22291.0,6,3
E,E01018186,16.397,10.2,9.9,16.397,6,6.0,22291.0,6,3
S,S01006582,14.777666013236216,4.0,4.0,16.395234232677925,6,6.0,22293.0,6,3
E,E01004753,16.395,12.6,9.0,16.395,6,6.0,22294.0,6,3
E,E01021597,16.394,12.8,8.6,16.394,6,6.0,22295.0,6,3
S,S01012123,18.03426807340948,10.0,10.0,16.391865255850774,5,6.0,22296.0,6,3
W,W01000955,12.0,12.0,9.0,16.390280025226943,7,6.0,22297.0,6,3
E,E01013085,16.39,12.1,10.7,16.39,6,6.0,22298.5,6,3
E,E01031316,16.39,10.5,7.5,16.39,6,6.0,22298.5,6,3
E,E01021404,16.387,5.800000000000001,5.5,16.387,6,6.0,22300.0,6,3
S,S01012560,17.317009810766468,12.0,7.0,16.38690354760696,5,6.0,22301.0,6,3
S,S01012992,18.21966094320365,13.0,9.0,16.386240435321014,5,6.0,22302.0,6,3
E,E01015191,16.384,13.700000000000001,7.9,16.384,6,6.0,22303.5,6,3
E,E01016134,16.384,9.3,8.5,16.384,6,6.0,22303.5,6,3
E,E01022000,16.383,9.6,9.1,16.383,6,6.0,22305.0,6,3
E,E01022343,16.381,8.6,8.6,16.381,6,6.0,22307.0,6,3
E,E01033159,16.381,3.4000000000000004,3.0,16.381,6,6.0,22307.0,6,3
E,E01019145,16.381,8.4,8.799999999999999,16.381,6,6.0,22307.0,6,3
S,S01013420,18.93465887632964,13.0,11.0,16.379887262164328,5,6.0,22309.0,6,3
S,S01010508,14.948475600014293,5.0,4.0,16.379209313967834,6,6.0,22310.0,6,3
S,S01006648,16.753144771976523,7.0,8.0,16.377066898710442,6,6.0,22311.0,6,3
S,S01013033,16.576399289692155,8.0,7.0,16.377038353946382,6,6.0,22312.0,6,3
S,S01009077,17.845613749595255,11.0,9.0,16.376483695209405,5,6.0,22313.0,6,3
S,S01006966,17.66163325187087,10.0,9.0,16.375528523591623,5,6.0,22314.0,6,3
E,E01000069,16.375,8.7,7.000000000000001,16.375,6,6.0,22315.5,6,3
E,E01029876,16.375,8.6,7.5,16.375,6,6.0,22315.5,6,3
S,S01010623,16.030936942332282,7.0,6.0,16.374124990104477,6,6.0,22317.0,6,3
E,E01004165,16.373,10.100000000000001,8.1,16.373,6,6.0,22319.0,6,3
E,E01021398,16.373,5.5,3.5000000000000004,16.373,6,6.0,22319.0,6,3
E,E01011636,16.373,8.0,8.1,16.373,6,6.0,22319.0,6,3
E,E01025541,16.372,10.8,8.1,16.372,6,6.0,22321.0,6,3
E,E01019321,16.37,5.0,5.2,16.37,6,6.0,22322.5,6,3
E,E01020510,16.37,9.6,7.3,16.37,6,6.0,22322.5,6,3
S,S01010074,16.393588563697367,9.0,6.0,16.369190427023923,6,6.0,22324.0,6,3
S,S01009909,17.832837998110215,9.0,10.0,16.36841388753008,5,6.0,22325.0,6,3
E,E01023390,16.367,10.2,9.2,16.367,6,6.0,22326.0,6,3
S,S01007066,15.841777535711186,6.0,6.0,16.366493109394632,6,6.0,22327.0,6,3
E,E01018612,16.365,10.6,8.9,16.365,6,6.0,22328.0,6,3
S,S01009662,15.48012703932648,6.0,5.0,16.364317495835948,6,6.0,22329.0,6,3
E,E01019521,16.364,10.299999999999999,8.200000000000001,16.364,6,6.0,22330.0,6,3
S,S01012584,16.748816059952425,9.0,7.0,16.363085434721548,6,6.0,22331.0,6,3
E,E01026769,16.363,6.9,8.1,16.363,6,6.0,22332.0,6,3
S,S01011688,16.2048990578057,8.0,6.0,16.3621643477551,6,6.0,22333.0,6,3
E,E01018804,16.362,7.1,5.0,16.362,6,6.0,22334.5,6,3
E,E01016304,16.362,8.7,4.8,16.362,6,6.0,22334.5,6,3
S,S01011551,16.930856929633798,10.0,7.0,16.36154001549128,5,6.0,22336.0,6,3
S,S01013226,17.09997495582995,7.0,9.0,16.360135994390877,5,6.0,22337.0,6,3
E,E01024411,16.36,7.7,5.0,16.36,6,6.0,22338.5,6,3
E,E01020033,16.36,13.100000000000001,10.4,16.36,6,6.0,22338.5,6,3
S,S01008254,19.27837843691576,13.0,12.0,16.358946106445284,5,6.0,22340.0,6,3
S,S01011135,17.28840683694536,10.0,8.0,16.35842910231363,5,6.0,22341.0,6,3
E,E01003085,16.358,7.8,5.6000000000000005,16.358,6,6.0,22342.0,6,3
E,E01016943,16.357,10.100000000000001,8.9,16.357,6,6.0,22343.5,6,3
E,E01020099,16.357,8.0,7.8,16.357,6,6.0,22343.5,6,3
E,E01007045,16.356,7.3999999999999995,9.4,16.356,6,6.0,22345.0,6,3
